iyear,imonth,iday,provstate,city,attacktype1_txt,targtype1_txt,targsubtype1_txt,target1,gname,weaptype1_txt,nkill,nwound,summary,scite1,date
2018,6,26,Jammu and Kashmir,Pulwama district,Unarmed Assault,Police,Police Security Forces/Officers,Special Police Officer (SPO): Irfan Ahmad Dar,Unknown,Melee,0.0,0.0,"06/26/2018: Assailants attacked the residence of Shakir Ahmad Bhat, a Special Police Officer (SPO), in Pulwama, Jammu and Kashmir, India. There were no reported casualties in the attack. This was one of two related attacks targeting SPO residences in Pulwama on this date. No group claimed responsibility for the incidents; however, sources indicated that the assailants threatened to kill the officers if they did not quit their jobs.","""Kashmir SPO with AK-47 rifle goes missing; joins Hizbul Mujahideen,"" International Business Times India, June 27, 2018.",2018-06-26
2018,6,26,Jammu and Kashmir,Pulwama district,Unarmed Assault,Police,Police Security Forces/Officers,Residence of Officer: Special Police Officer (SPO) Sajad Ahmad Ahangar,Unknown,Melee,0.0,0.0,"06/26/2018: Assailants attacked the residence of Sajad Ahmad Ahangar, a Special Police Officer (SPO), in Pulwama, Jammu and Kashmir, India. There were no reported casualties in the attack. This was one of two related attacks targeting SPO residences in Pulwama on this date. No group claimed responsibility for the incidents; however, sources indicated that the assailants threatened to kill the officers if they did not quit their jobs.","""Kashmir SPO with AK-47 rifle goes missing; joins Hizbul Mujahideen,"" International Business Times India, June 27, 2018.",2018-06-26
2018,6,27,Jammu and Kashmir,Pulwama district,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Police Station,Unknown,Explosives,0.0,0.0,"06/27/2018: Assailants threw a grenade at a police station in Pulwama, Jammu and Kashmir, India. There were no reported casualties in the blast. No group claimed responsibility for the incident.","""Militants lob grenade at police station Pulwama, sentry opens fire,"" Greater Kashmir, June 27, 2018.",2018-06-27
2018,6,29,Jammu and Kashmir,Ahagam,Armed Assault,Military,Military Unit/Patrol/Convoy,Patrol,Jaish-e-Mohammad (JeM),Explosives,0.0,2.0,"06/29/2018: Assailants threw a grenade and opened fire at a military patrol in Ahagam, Shopian, Jammu and Kashmir, India. Two soldiers were injured in the attack. Jaish-e-Mohammad (JeM) claimed responsibility for the incident.","""Two jawans injured in Jammu and Kashmir's Shopian as militants hurl grenade on army patrolling party,"" Firstpost.com, June 29, 2018.",2018-06-29
2018,7,1,Jammu and Kashmir,Dalipora,Armed Assault,Police,Police Patrol (including vehicles and convoys),Patrol,Unknown,Firearms,0.0,0.0,"07/01/2018: Assailants opened fire on a Central Reserve Police Force (CRPF) patrol in Dalipora, Jammu and Kashmir, India. There were no reported casualties in the attack. No group claimed responsibility for the incident.","""Militants attack joint party of police, CRPF in Pulwama village,"" Greater Kashmir, July 1, 2018.",2018-07-01
2018,7,2,Jammu and Kashmir,Bounra,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,Camp,Jaish-e-Mohammad (JeM),Explosives,0.0,0.0,"07/02/2018: Assailants launched a grenade at a military camp in Bounra, Pulwama, Jammu and Kashmir, India. There were no reported casualties in the blast. Jaish-e-Mohammad (JeM) claimed responsibility for the incident.","""Militants Attack Army Camp,"" Kashmir Observer, July 3, 2018.",2018-07-02
2018,7,2,Jammu and Kashmir,Tral,Armed Assault,Private Citizens & Property,Religion Identified,Member of the Sikh Community,Unknown,Melee,0.0,1.0,"07/02/2018: Assailants attacked a member of the Sikh community in Tral, Jammu and Kashmir, India. The victim was injured in the attack. No group claimed responsibility for the incident.","""India: BJP condemns attack on minority girl in South Kashmir,"" Daily Excelsior Online, July 4, 2018.",2018-07-02
2018,7,5,Jammu and Kashmir,Vehel Chatta Watan,Hostage Taking (Kidnapping),Police,Police Security Forces/Officers,Officer: Javaid Ahmad Dar,Hizbul Mujahideen (HM),Firearms,1.0,0.0,"07/05/2018: Assailants abducted Javaid Ahmad Dar, a police constable, near his residence in Vehel Chatta Watan, Jammu and Kashmir, India. Dar was killed and his body was discovered early on June 6, 2018. Hizbul Mujahideen (HM) claimed responsibility for the incident.","""Cop abducted by ultras found dead,"" Chandigarh Tribune, July 6, 2018.",2018-07-05
2018,7,5,Jammu and Kashmir,Lasipora,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Camp,Jaish-e-Mohammad (JeM),Explosives,0.0,0.0,"07/05/2018: Assailants threw a grenade at a Special Operations Group (SOG) camp in Lasipora, Jammu and Kashmir, India. There were no reported casualties. Jaish-e-Mohammad (JeM) claimed responsibility for the incident.","""Terrorists carry out grenade attack in Awantipora, no casualties,"" The Northlines (India), July 5, 2018.",2018-07-05
2018,7,6,Jammu and Kashmir,Pantha Chowk,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Patrol,Jaish-e-Mohammad (JeM),Explosives,0.0,0.0,"07/06/2018: Assailants threw a grenade at Central Reserve Police Force (CRPF) personnel in Pantha Chowk, Jammu and Kashmir, India. There were no reported casualties. Jaish-e-Mohammad (JeM) claimed responsibility for the incident.","""Militants lob 2 grenades on CRPF in Srinagar, Pulwama,"" United News of India, July 6, 2018.",2018-07-06
2018,7,6,Jammu and Kashmir,Tahab,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Camp,Jaish-e-Mohammad (JeM),Explosives,0.0,0.0,"07/06/2018: Assailants threw a grenade at a Central Reserve Police Force (CRPF) camp in Tahab, Jammu and Kashmir, India. There were no reported casualties. Jaish-e-Mohammad (JeM) claimed responsibility for the incident.","""Militants lob 2 grenades on CRPF in Srinagar, Pulwama,"" United News of India, July 6, 2018.",2018-07-06
2018,7,6,Jammu and Kashmir,Tral,Bombing/Explosion,Government (General),Politician or Political Party Movement/Meeting/Rally,Former Member of Legislative Assembly (MLA): Muhammad Ashraf Bhat,Unknown,Explosives,0.0,0.0,"07/06/2018: Assailants threw a grenade at the residence of Muhammad Ashraf Bhat, a National Conference (NC) leader and former Member of the Legislative Assembly (MLA), in Tral, Jammu and Kashmir, India. Bhat was unharmed and there were no other reported casualties. No group claimed responsibility for the incident.","""Cop abducted by ultras found dead,"" Chandigarh Tribune, July 6, 2018.",2018-07-06
2018,7,6,Jammu and Kashmir,Parigam,Armed Assault,Religious Figures/Institutions,Religious Figure,Imam: Mohammad Ashraf Thoker,Unknown,Firearms,0.0,1.0,"07/06/2018: Assailants shot and injured Mohammad Ashraf Thoker, an imam, in Parigam, Jammu and Kashmir, India. No group claimed responsibility for the incident.","""Imam shot at by terrorists in J&K's Pulwama,"" International Business Times India, July 6, 2018.",2018-07-06
2018,7,7,Jammu and Kashmir,Hyderpora,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Patrol,Unknown,Explosives,0.0,1.0,"07/07/2018: Assailants threw a grenade at Central Reserve Police Force (CRPF) personnel in Hyderpora, Jammu and Kashmir, India. At least one person was injured in the attack. No group claimed responsibility for the incident.","""Terrorists hit CRPF party with grenade,"" DNA, July 8, 2018.",2018-07-07
2018,7,7,Jammu and Kashmir,Kakapora,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Camp,Unknown,Explosives,0.0,0.0,"07/07/2018: Assailants threw a grenade at a Central Reserve Police Force (CRPF) camp in Kakapora, Jammu and Kashmir, India. There were no reported casualties. No group claimed responsibility for the incident.","""Militants hurl grenade at armed forces at two places no casualty,"" Business Standard India, July 7, 2018.",2018-07-07
2018,7,8,Jammu and Kashmir,Nowpora,Bombing/Explosion,Unknown,,Unknown,Unknown,Explosives,0.0,0.0,"07/08/2018: An explosive device was discovered and safely defused in Nowpora, Jammu and Kashmir, India. No group claimed responsibility for the incident.","""Major tragedy averted, IED defused in south Kashmir,"" Webindia123, July 8, 2018.",2018-07-08
2018,7,8,Jammu and Kashmir,Shahgund,Hostage Taking (Kidnapping),Private Citizens & Property,Political Party Member/Rally,Worker: Abdul Majeed Dar,Unknown,Firearms,1.0,0.0,"07/08/2018: Assailants armed with knives attempted to abduct Abdul Majeed Dar, a People's Democratic Party (PDP) worker, from his residence in Shahgund, Jammu and Kashmir, India. Shakeela, Dar's wife, was killed in the attack. No group claimed responsibility for the incident.","""J&K: Gunmen barge into PDP leader's house to abduct him, slit wife's throat,"" Indian Express, July 9, 2018.",2018-07-08
2018,7,9,Jammu and Kashmir,Tral,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Camp,Unknown,Explosives,0.0,0.0,"07/09/2018: Assailants fired a grenade at a Central Reserve Police Force (CRPF) camp in Tral, Jammu and Kashmir, India. There were no reported casualties. This was one of three related attacks that occurred in this area on this date. No group claimed responsibility for the incidents.","""3 grenade attacks in Tral,"" Greater Kashmir, July 9, 2018.",2018-07-09
2018,7,9,Jammu and Kashmir,Batagund,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Camp,Unknown,Explosives,0.0,0.0,"07/09/2018: Assailants threw a grenade at a Central Reserve Police Force (CRPF) camp in Batagund, Jammu and Kashmir, India. There were no reported casualties. This was one of three related attacks that occurred in this area on this date. No group claimed responsibility for the incidents.","""3 grenade attacks in Tral,"" Greater Kashmir, July 9, 2018.",2018-07-09
2018,7,9,Jammu and Kashmir,Aripal,Bombing/Explosion,Police,Police Security Forces/Officers,Officers,Unknown,Explosives,0.0,0.0,"07/09/2018: Assailants fired a grenade at a Central Reserve Police Force (CRPF) camp in Aripal, Jammu and Kashmir, India. There were no reported casualties. This was one of three related attacks that occurred in this area on this date. No group claimed responsibility for the incidents.","""3 grenade attacks in Tral,"" Greater Kashmir, July 9, 2018.",2018-07-09
2018,7,11,Jammu and Kashmir,Kupwara district,Armed Assault,Military,Military Unit/Patrol/Convoy,Patrol,Unknown,Firearms,1.0,0.0,"07/11/2018: Assailants opened fire on a military patrol in Kandi forest, Kupwara, Jammu and Kashmir, India. There were no reported casualties in the attack. No group claimed responsibility for the incident.","""Kupwara encounter: Soldier martyred in gunbattle with militants in Jammu and Kashmir,"" Financial Express, July 11, 2018.",2018-07-11
2018,7,13,Jammu and Kashmir,Achabal,Armed Assault,Police,Police Patrol (including vehicles and convoys),Vehicle,Lashkar-e-Taiba (LeT),Firearms,2.0,2.0,"07/13/2018: Assailants opened fire on a Central Reserve Police Force (CRPF) vehicle in Achabal, Jammu and Kashmir, India. Two CRPF members were killed and two others, including one civilian, were injured in the attack. Lashkar-e-Taiba (LeT) claimed responsibility for the incident.","""2 CRPF men killed, 2 others injured in Valley attack,"" Hindustan Times, July 14, 2018.",2018-07-13
2018,7,13,Jammu and Kashmir,Yaripora,Armed Assault,Police,"Police Building (headquarters, station, school)",Police Station,Unknown,Firearms,0.0,0.0,"07/13/2018: Assailants opened fire on a police station in Yaripora, Jammu and Kashmir, India. There were no reported casualties in the attack. No group claimed responsibility for the incident.","""Two CRPF men killed in a drive-by shooting,"" Greater Kashmir, July 13, 2018.",2018-07-13
2018,7,16,Jammu and Kashmir,Murran,Assassination,Government (General),Politician or Political Party Movement/Meeting/Rally,Vehicle of Former Member of Legislative Assembly (MLA): Ghulam Mohiuddin,Hizbul Mujahideen (HM),Firearms,1.0,1.0,"07/16/2018: Assailants opened fire on the vehicle of Ghulam Mohiuddin in Murran, Jammu and Kashmir, India. Mohiuddin, a National Conference leader and former Member of the Legislative Assembly, was not harmed; however, one bodyguard was killed and another bodyguard was injured in the attack, and their rifles were stolen by assailants. No group claimed responsibility for the incident; however, sources attributed the attack to Hizbul Mujahideen (HM).","""J&K: Cop martyred as terrorists attack NC leader in Pulwama,"" Oneindia, July 17, 2018.",2018-07-16
2018,7,17,Jammu and Kashmir,Hawal,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Camp,Jaish-e-Mohammad (JeM),Explosives,0.0,0.0,"07/17/2018: Assailants fired a rifle grenade at a Central Reserve Police Force (CRPF) camp in Hawal, Jammu and Kashmir, India. There were no reported casualties in the blast. Jaish-e-Mohammad (JeM) claimed responsibility for the incident.","""Grenade attack on CRPF camp, no injury, Jaish claim responsibility,"" United News of India, July 18, 2018.",2018-07-17
2018,7,18,Jammu and Kashmir,Watrigam,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Post,Unknown,Explosives,0.0,0.0,"07/18/2018: Assailants threw a hand grenade at a police post in Watrigam, Jammu and Kashmir, India. There were no reported casualties in the blast. No group claimed responsibility for the incident.","""Militants hurl grenade at police post in Sopore town,"" Business Standard India, July 18, 2018.",2018-07-18
2018,7,19,Jammu and Kashmir,Sopore,Armed Assault,Police,Police Security Forces/Officers,Officers,Unknown,Firearms,0.0,0.0,"07/19/2018: Assailants opened fire on Central Reserve Police Force (CRPF) personnel in Sopore, Jammu and Kashmir, India. There were no reported casualties in the attack. No group claimed responsibility for the incident.","""Let militant killed in Handwara, AK-47 recovered,"" Early Times (India), July 19, 2018.",2018-07-19
2018,7,20,Jammu and Kashmir,Mutalhama,Hostage Taking (Kidnapping),Police,Police Security Forces/Officers,Officer: Special Police Officer (SPO) Mohammad Saleem Shah,Hizbul Mujahideen (HM),Firearms,1.0,0.0,"07/20/2018: Assailants abducted Special Police Officer (SPO) Mohammad Saleem Shah from Mutalhama, Jammu and Kashmir, India. Shah was shot and killed and his body was discovered the following morning. Hizbul Mujahideen (HM) claimed responsibility for the incident; however, sources also attributed the attack to Lashkar-e-Taiba (LeT).","""3 militants behind killing of cop Saleem gunned down in Kulgam,"" The Northlines, July 22, 2018.",2018-07-20
2018,7,21,Jammu and Kashmir,Tahab,Bombing/Explosion,Military,Military Transportation/Vehicle (excluding convoys),Vehicle,Unknown,Explosives,0.0,0.0,"07/21/2018: Assailants fired a rifle grenade at a 55 RR Army vehicle in Tahab, Jammu and Kashmir, India. There were no reported casualties in the blast. No group claimed responsibility for the incident.","""Militants attack army vehicle in Pulwama village,"" Greater Kashmir, July 21, 2018.",2018-07-21
2018,7,21,Jammu and Kashmir,Mattan,Armed Assault,Police,Police Patrol (including vehicles and convoys),Patrol,Unknown,Firearms,0.0,2.0,"07/21/2018: Assailants opened fire on a Central Reserve Police Force (CRPF) patrol in Bumzoo, Mattan, Jammu and Kashmir, India. At least two officers were injured in the attack. No group claimed responsibility for the incident.","""Militants abduct and kill policeman on vacation in Kashmir hometown,"" The Times of India (TOI), July 22, 2018.",2018-07-21
